"county_name","year","state","party","candidate","candidatevotes","party_percentage"
"MOREHOUSE",2000,"LOUISIANA","REPUBLICAN","GEORGE W. BUSH",6641,53.8998457917377
"NATCHITOCHES",2000,"LOUISIANA","REPUBLICAN","GEORGE W. BUSH",7332,49.3504745237935
"ORLEANS",2000,"LOUISIANA","DEMOCRAT","AL GORE",137630,75.945944454561
"OUACHITA",2000,"LOUISIANA","REPUBLICAN","GEORGE W. BUSH",35107,60.3099070622391
"PLAQUEMINES",2000,"LOUISIANA","REPUBLICAN","GEORGE W. BUSH",6302,57.6525477998353
"POINTE COUPEE",2000,"LOUISIANA","DEMOCRAT","AL GORE",5813,53.6650664697193
"RAPIDES",2000,"LOUISIANA","REPUBLICAN","GEORGE W. BUSH",28831,58.8099706266319
"RED RIVER",2000,"LOUISIANA","REPUBLICAN","GEORGE W. BUSH",2200,48.6510393631137
"RICHLAND",2000,"LOUISIANA","REPUBLICAN","GEORGE W. BUSH",4895,57.6900412492634
"SABINE",2000,"LOUISIANA","REPUBLICAN","GEORGE W. BUSH",5754,64.9289099526066
"ST. BERNARD",2000,"LOUISIANA","REPUBLICAN","GEORGE W. BUSH",16255,56.7939624751057
"ST. CHARLES",2000,"LOUISIANA","REPUBLICAN","GEORGE W. BUSH",11981,55.6996745699675
"ST. HELENA",2000,"LOUISIANA","DEMOCRAT","AL GORE",3059,58.2223068138561
"ST. JAMES",2000,"LOUISIANA","DEMOCRAT","AL GORE",6523,60.9341429238673
"ST. JOHN THE BAPTIST",2000,"LOUISIANA","DEMOCRAT","AL GORE",9745,55.0160898774911
"ST. LANDRY",2000,"LOUISIANA","DEMOCRAT","AL GORE",18067,52.9032824807473
"ST. MARTIN",2000,"LOUISIANA","REPUBLICAN","GEORGE W. BUSH",9961,47.9401289825777
"ST. MARY",2000,"LOUISIANA","REPUBLICAN","GEORGE W. BUSH",11325,51.9257221458047
"ST. TAMMANY",2000,"LOUISIANA","REPUBLICAN","GEORGE W. BUSH",59193,70.6891816043087
"TANGIPAHOA",2000,"LOUISIANA","REPUBLICAN","GEORGE W. BUSH",20421,54.9616471538151
"TENSAS",2000,"LOUISIANA","DEMOCRAT","AL GORE",1580,52.4916943521595
"TERREBONNE",2000,"LOUISIANA","REPUBLICAN","GEORGE W. BUSH",21314,58.1158827539196
"UNION",2000,"LOUISIANA","REPUBLICAN","GEORGE W. BUSH",5772,61.7788718826929
"VERMILION",2000,"LOUISIANA","REPUBLICAN","GEORGE W. BUSH",12495,56.195187767034
"VERNON",2000,"LOUISIANA","REPUBLICAN","GEORGE W. BUSH",8794,63.6002025023505
"WASHINGTON",2000,"LOUISIANA","REPUBLICAN","GEORGE W. BUSH",8983,53.1947652040031
"WEBSTER",2000,"LOUISIANA","REPUBLICAN","GEORGE W. BUSH",9420,55.1199531889994
"WEST BATON ROUGE",2000,"LOUISIANA","DEMOCRAT","AL GORE",5058,49.7394040711968
"WEST CARROLL",2000,"LOUISIANA","REPUBLICAN","GEORGE W. BUSH",3220,68.8770053475936
"WEST FELICIANA",2000,"LOUISIANA","REPUBLICAN","GEORGE W. BUSH",2512,51.6872427983539
"WINN",2000,"LOUISIANA","REPUBLICAN","GEORGE W. BUSH",4028,63.3233768275428
"ANDROSCOGGIN",2000,"MAINE","DEMOCRAT","AL GORE",26251,53.3069347141842
"AROOSTOOK",2000,"MAINE","DEMOCRAT","AL GORE",17196,48.9315084085024
"CUMBERLAND",2000,"MAINE","DEMOCRAT","AL GORE",74203,52.0284672556444
"FRANKLIN",2000,"MAINE","DEMOCRAT","AL GORE",7593,49.1519937856033
"HANCOCK",2000,"MAINE","DEMOCRAT","AL GORE",12983,45.4364107230349
"KENNEBEC",2000,"MAINE","DEMOCRAT","AL GORE",31198,52.9614477057056
"KNOX",2000,"MAINE","DEMOCRAT","AL GORE",9453,46.1099458562997
"LINCOLN",2000,"MAINE","REPUBLICAN","GEORGE W. BUSH",9457,48.0758476945758
"OXFORD",2000,"MAINE","DEMOCRAT","AL GORE",13649,49.6453642745426
"PENOBSCOT",2000,"MAINE","REPUBLICAN","GEORGE W. BUSH",35620,48.6572138895719
"PISCATAQUIS",2000,"MAINE","REPUBLICAN","GEORGE W. BUSH",4845,52.3444252376837
"SAGADAHOC",2000,"MAINE","DEMOCRAT","AL GORE",8844,48.0495490600891
"SOMERSET",2000,"MAINE","DEMOCRAT","AL GORE",11538,48.1733539309423
"WALDO",2000,"MAINE","REPUBLICAN","GEORGE W. BUSH",8689,45.4018183718257
"WASHINGTON",2000,"MAINE","REPUBLICAN","GEORGE W. BUSH",7958,50.6620830150242
"YORK",2000,"MAINE","DEMOCRAT","AL GORE",46618,49.3051295610788
"ALLEGANY",2000,"MARYLAND","REPUBLICAN","GEORGE W. BUSH",14656,55.5762011300292
"ANNE ARUNDEL",2000,"MARYLAND","REPUBLICAN","GEORGE W. BUSH",104209,51.9338971478692
"BALTIMORE",2000,"MARYLAND","DEMOCRAT","AL GORE",160635,52.825863906026
"CALVERT",2000,"MARYLAND","REPUBLICAN","GEORGE W. BUSH",16004,53.6938871368181
"CAROLINE",2000,"MARYLAND","REPUBLICAN","GEORGE W. BUSH",5300,59.2046470062556
"CARROLL",2000,"MARYLAND","REPUBLICAN","GEORGE W. BUSH",41742,65.1943711246818
"CECIL",2000,"MARYLAND","REPUBLICAN","GEORGE W. BUSH",15494,53.6570162072309
"CHARLES",2000,"MARYLAND","DEMOCRAT","AL GORE",21873,49.0513993541442
"DORCHESTER",2000,"MARYLAND","REPUBLICAN","GEORGE W. BUSH",5847,51.3254915730337
"FREDERICK",2000,"MARYLAND","REPUBLICAN","GEORGE W. BUSH",45350,57.6524580160435
"GARRETT",2000,"MARYLAND","REPUBLICAN","GEORGE W. BUSH",7514,70.5208822149226
"HARFORD",2000,"MARYLAND","REPUBLICAN","GEORGE W. BUSH",52862,57.8207035351768
"HOWARD",2000,"MARYLAND","DEMOCRAT","AL GORE",58556,51.9210136638913
"KENT",2000,"MARYLAND","REPUBLICAN","GEORGE W. BUSH",4155,51.39146567718
"MONTGOMERY",2000,"MARYLAND","DEMOCRAT","AL GORE",232453,62.5398183422656
"PRINCE GEORGE'S",2000,"MARYLAND","DEMOCRAT","AL GORE",216119,79.4821061458061
"QUEEN ANNE'S",2000,"MARYLAND","REPUBLICAN","GEORGE W. BUSH",9970,59.4833243839866
"ST. MARY'S",2000,"MARYLAND","REPUBLICAN","GEORGE W. BUSH",16856,57.1370462018237
"SOMERSET",2000,"MARYLAND","DEMOCRAT","AL GORE",3785,49.7764334560758
"TALBOT",2000,"MARYLAND","REPUBLICAN","GEORGE W. BUSH",8874,58.2512800315085
"WASHINGTON",2000,"MARYLAND","REPUBLICAN","GEORGE W. BUSH",27948,58.8750789972614
"WICOMICO",2000,"MARYLAND","REPUBLICAN","GEORGE W. BUSH",16338,51.3854379619437
"WORCESTER",2000,"MARYLAND","REPUBLICAN","GEORGE W. BUSH",10742,51.7611911530863
"BALTIMORE CITY",2000,"MARYLAND","DEMOCRAT","AL GORE",158765,82.5164757489449
"BARNSTABLE",2000,"MASSACHUSETTS","DEMOCRAT","AL GORE",62363,51.5030639380275
"BERKSHIRE",2000,"MASSACHUSETTS","DEMOCRAT","AL GORE",37934,63.8501287640336
"BRISTOL",2000,"MASSACHUSETTS","DEMOCRAT","AL GORE",136325,64.5059786028949
"DUKES",2000,"MASSACHUSETTS","DEMOCRAT","AL GORE",5474,61.8112014453478
"ESSEX",2000,"MASSACHUSETTS","DEMOCRAT","AL GORE",178400,57.4866353239907
"FRANKLIN",2000,"MASSACHUSETTS","DEMOCRAT","AL GORE",17945,53.7822933525145
"HAMPDEN",2000,"MASSACHUSETTS","DEMOCRAT","AL GORE",100103,58.1679673199956
"HAMPSHIRE",2000,"MASSACHUSETTS","DEMOCRAT","AL GORE",38543,56.1638446070003
"MIDDLESEX",2000,"MASSACHUSETTS","DEMOCRAT","AL GORE",404043,61.4936808269715
"NANTUCKET",2000,"MASSACHUSETTS","DEMOCRAT","AL GORE",2874,58.3434835566382
"NORFOLK",2000,"MASSACHUSETTS","DEMOCRAT","AL GORE",188450,59.414774715695
"PLYMOUTH",2000,"MASSACHUSETTS","DEMOCRAT","AL GORE",115376,54.5314471799865
"SUFFOLK",2000,"MASSACHUSETTS","DEMOCRAT","AL GORE",154888,71.3769585253456
"WORCESTER",2000,"MASSACHUSETTS","DEMOCRAT","AL GORE",173769,56.0277673884726
"ALCONA",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",3152,52.5596131399033
"ALGER",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",2142,49.0609253321118
"ALLEGAN",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",28197,62.81214497338
"ALPENA",2000,"MICHIGAN","DEMOCRAT","AL GORE",7053,49.9080101896405
"ANTRIM",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",6780,58.9206569913965
"ARENAC",2000,"MICHIGAN","DEMOCRAT","AL GORE",3685,50.7086830879317
"BARAGA",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",1836,54.1114058355438
"BARRY",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",15716,59.8841639993903
"BAY",2000,"MICHIGAN","DEMOCRAT","AL GORE",28251,54.711828956542
"BENZIE",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",4172,51.6848364717542
"BERRIEN",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",35689,54.7033307276099
"BRANCH",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",8743,55.3950453019071
"CALHOUN",2000,"MICHIGAN","DEMOCRAT","AL GORE",27312,49.5860566448802
"CASS",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",10545,53.1904161412358
"CHARLEVOIX",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",7018,56.2024505485705
"CHEBOYGAN",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",6815,54.0144249821669
"CHIPPEWA",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",7526,52.4313780130974
"CLARE",2000,"MICHIGAN","DEMOCRAT","AL GORE",6287,49.8691203299754
"CLINTON",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",18054,56.0700642877108
"CRAWFORD",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",3345,52.561282212445
"DELTA",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",8871,51.2300762300762
"DICKINSON",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",6932,54.0211970074813
"EATON",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",24803,50.3389348920279
"EMMET",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",8602,58.4732513085446
"GENESEE",2000,"MICHIGAN","DEMOCRAT","AL GORE",119833,62.7841668194797
"GLADWIN",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",5743,49.3851577951673
"GOGEBIC",2000,"MICHIGAN","DEMOCRAT","AL GORE",4066,48.7588439860895
"GRAND TRAVERSE",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",22358,58.4843966622198
"GRATIOT",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",8312,54.7598656037947
"HILLSDALE",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",10483,59.9954215074687
"HOUGHTON",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",7895,55.5360157568936
"HURON",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",8911,55.3650201926064
"INGHAM",2000,"MICHIGAN","DEMOCRAT","AL GORE",69231,57.4078527302127
"IONIA",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",13915,58.0517313308302
"IOSCO",2000,"MICHIGAN","DEMOCRAT","AL GORE",6505,49.1983058538799
"IRON",2000,"MICHIGAN","DEMOCRAT","AL GORE",3014,48.7071751777634
"ISABELLA",2000,"MICHIGAN","DEMOCRAT","AL GORE",10228,48.5452560634107
"JACKSON",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",32066,51.7644399961257
"KALAMAZOO",2000,"MICHIGAN","DEMOCRAT","AL GORE",48807,48.488912732475
"KALKASKA",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",3842,56.0957804058987
"KENT",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",148602,59.3652873544851
"KEWEENAW",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",740,55.1005212211467
"LAKE",2000,"MICHIGAN","DEMOCRAT","AL GORE",2584,55.0607287449393
"LAPEER",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",20351,54.657033893753
"LEELANAU",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",6840,56.9572820384711
"LENAWEE",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",20681,51.5825705235328
"LIVINGSTON",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",44637,59.1414375621067
"LUCE",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",1480,58.3596214511041
"MACKINAC",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",3272,54.8073701842546
"MACOMB",2000,"MICHIGAN","DEMOCRAT","AL GORE",172625,49.9552898347316
"MANISTEE",2000,"MICHIGAN","DEMOCRAT","AL GORE",5639,49.3437171858593
"MARQUETTE",2000,"MICHIGAN","DEMOCRAT","AL GORE",15503,53.130676171219
"MASON",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",7066,54.2870313460357
"MECOSTA",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",8072,54.7105869594686
"MENOMINEE",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",5529,52.99022426682
"MIDLAND",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",21887,56.2821435918535
"MISSAUKEE",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",4274,65.7943349753695
"MONROE",2000,"MICHIGAN","DEMOCRAT","AL GORE",31555,51.0640019419047
"MONTCALM",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",12696,55.4313657003144
"MONTMORENCY",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",2750,54.9011778798163
"MUSKEGON",2000,"MICHIGAN","DEMOCRAT","AL GORE",37865,54.662913238054
"NEWAYGO",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",11399,58.2860356905456
"OAKLAND",2000,"MICHIGAN","DEMOCRAT","AL GORE",281201,49.3105836760103
"OCEANA",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",5913,54.8923134051244
"OGEMAW",2000,"MICHIGAN","DEMOCRAT","AL GORE",4896,49.6803652968037
"ONTONAGON",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",2472,59.5519152011563
"OSCEOLA",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",5680,57.2004028197382
"OSCODA",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",2207,55.2855711422846
"OTSEGO",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",6108,58.1437410756782
"OTTAWA",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",78703,71.160679572148
"PRESQUE ISLE",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",3660,51.6949152542373
"ROSCOMMON",2000,"MICHIGAN","DEMOCRAT","AL GORE",6433,49.7602103960396
"SAGINAW",2000,"MICHIGAN","DEMOCRAT","AL GORE",50825,54.2098639020436
"ST. CLAIR",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",33571,48.9973144958842
"ST. JOSEPH",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",12906,58.5997094079186
"SANILAC",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",10966,59.0649574491005
"SCHOOLCRAFT",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",2088,49.7379704621248
"SHIAWASSEE",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",15816,49.0905704885468
"TUSCOLA",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",13213,53.5980853480448
"VAN BUREN",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",14792,50.1729869072654
"WASHTENAW",2000,"MICHIGAN","DEMOCRAT","AL GORE",86647,59.7812888091624
"WAYNE",2000,"MICHIGAN","DEMOCRAT","AL GORE",530414,69.0079843669296
"WEXFORD",2000,"MICHIGAN","REPUBLICAN","GEORGE W. BUSH",7215,55.5769527037436
"AITKIN",2000,"MINNESOTA","DEMOCRAT","AL GORE",3830,46.3680387409201
"ANOKA",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",69256,47.5597277827756
"BECKER",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",8152,56.8757412963092
"BELTRAMI",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",8346,48.4753441366092
"BENTON",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",7663,51.4019318486719
"BIG STONE",2000,"MINNESOTA","DEMOCRAT","AL GORE",1430,47.986577181208
"BLUE EARTH",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",12942,47.2301291876505
"BROWN",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",7370,57.4255882811282
"CARLTON",2000,"MINNESOTA","DEMOCRAT","AL GORE",8620,57.1580133943372
"CARVER",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",20790,59.3643813711773
"CASS",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",7134,52.4828956080335
"CHIPPEWA",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",2977,46.8671284634761
"CHISAGO",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",10937,49.7430299722563
"CLAY",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",11712,50.1412792191112
"CLEARWATER",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",2137,55.8838912133891
"COOK",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",1295,45.9219858156028
"COTTONWOOD",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",3369,54.5057434072157
"CROW WING",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",15035,53.4520762229807
"DAKOTA",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",87250,47.8740624091216
"DODGE",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",4213,52.3354037267081
"DOUGLAS",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",9811,57.0241208950886
"FARIBAULT",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",4336,51.4719848053181
"FILLMORE",2000,"MINNESOTA","DEMOCRAT","AL GORE",5020,49.1049594052626
"FREEBORN",2000,"MINNESOTA","DEMOCRAT","AL GORE",8514,52.7541979056943
"GOODHUE",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",10852,48.7576942085636
"GRANT",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",1804,49.7792494481236
"HENNEPIN",2000,"MINNESOTA","DEMOCRAT","AL GORE",307599,53.6030572662352
"HOUSTON",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",5077,49.9360676699125
"HUBBARD",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",5307,55.20649120982
"ISANTI",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",7668,51.3631187621408
"ITASCA",2000,"MINNESOTA","DEMOCRAT","AL GORE",10583,48.7381412913328
"JACKSON",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",2773,50.993012136815
"KANABEC",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",3480,51.093818822493
"KANDIYOHI",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",10026,51.9885921700804
"KITTSON",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",1353,51.3083048919226
"KOOCHICHING",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",3523,51.213839220817
"LAC QUI PARLE",2000,"MINNESOTA","DEMOCRAT","AL GORE",2244,50.3929934875365
"LAKE",2000,"MINNESOTA","DEMOCRAT","AL GORE",3579,54.5329879628219
"LAKE OF THE WOODS",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",1216,55.6012802926383
"LE SUEUR",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",6138,49.7769848349688
"LINCOLN",2000,"MINNESOTA","DEMOCRAT","AL GORE",1590,48.4165651644336
"LYON",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",6087,52.9811123683523
"MCLEOD",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",8782,57.0482005976354
"MAHNOMEN",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",1122,50.4496402877698
"MARSHALL",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",2912,56.0107713021735
"MARTIN",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",5686,54.8259569954681
"MEEKER",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",5520,51.7241379310345
"MILLE LACS",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",5223,50.9411879449917
"MORRISON",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",8197,55.8492880016352
"MOWER",2000,"MINNESOTA","DEMOCRAT","AL GORE",10693,57.8625541125541
"MURRAY",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",2407,50.6416999789607
"NICOLLET",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",7221,47.1129379526326
"NOBLES",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",4766,53.7195671776375
"NORMAN",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",1808,49.656687723153
"OLMSTED",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",30641,51.5911233836207
"OTTER TAIL",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",16963,59.496334747992
"PENNINGTON",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",3380,53.4810126582278
"PINE",2000,"MINNESOTA","DEMOCRAT","AL GORE",6148,47.0462197734925
"PIPESTONE",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",2693,55.026563138537
"POLK",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",7609,53.8118811881188
"POPE",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",2808,46.9016201770503
"RAMSEY",2000,"MINNESOTA","DEMOCRAT","AL GORE",138470,56.6854157967562
"RED LAKE",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",1090,52.1531100478469
"REDWOOD",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",4589,59.2281879194631
"RENVILLE",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",4036,49.6921940408766
"RICE",2000,"MINNESOTA","DEMOCRAT","AL GORE",13140,50.4976749548442
"ROCK",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",2772,55.3293413173653
"ROSEAU",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",4695,65.5177225788445
"SAINT LOUIS",2000,"MINNESOTA","DEMOCRAT","AL GORE",64237,59.7753666344078
"SCOTT",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",23954,54.6982394446601
"SHERBURNE",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",16813,54.5257013134425
"SIBLEY",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",4087,55.7191547375596
"STEARNS",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",32402,51.8631154363275
"STEELE",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",8223,51.1826216855471
"STEVENS",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",2831,49.2176634214186
"SWIFT",2000,"MINNESOTA","DEMOCRAT","AL GORE",2698,49.6229538348354
"TODD",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",6031,54.3725207356653
"TRAVERSE",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",1074,50.997150997151
"WABASHA",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",5245,49.8053366252018
"WADENA",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",3733,58.4926355374491
"WASECA",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",4608,51.985559566787
"WASHINGTON",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",51502,48.1286620751526
"WATONWAN",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",2562,49.9026100506428
"WILKIN",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",2032,61.482602118003
"WINONA",2000,"MINNESOTA","DEMOCRAT","AL GORE",11069,46.2789530897232
"WRIGHT",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",23861,55.0223677535396
"YELLOW MEDICINE",2000,"MINNESOTA","REPUBLICAN","GEORGE W. BUSH",2598,47.1078875793291
"ADAMS",2000,"MISSISSIPPI","DEMOCRAT","AL GORE",8065,54.2039115531958
"ALCORN",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",7254,57.398322519386
"AMITE",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",3677,57.3813982521848
"ATTALA",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",4206,58.6365537432037
"BENTON",2000,"MISSISSIPPI","DEMOCRAT","AL GORE",1886,54.1798333812123
"BOLIVAR",2000,"MISSISSIPPI","DEMOCRAT","AL GORE",8436,62.3134879598168
"CALHOUN",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",3448,59.881903438694
"CARROLL",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",3165,64.2770105605199
"CHICKASAW",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",3549,49.4634146341463
"CHOCTAW",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",2398,64.4796988437752
"CLAIBORNE",2000,"MISSISSIPPI","DEMOCRAT","AL GORE",3670,79.5232936078007
"CLARKE",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",4503,65.0816591993063
"CLAY",2000,"MISSISSIPPI","DEMOCRAT","AL GORE",4515,55.2969993876301
"COAHOMA",2000,"MISSISSIPPI","DEMOCRAT","AL GORE",5662,59.2693394745106
"COPIAH",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",5643,53.3012184754888
"COVINGTON",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",4180,60.7469844499346
"DESOTO",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",24879,71.2130753377605
"FORREST",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",13281,59.6872050694351
"FRANKLIN",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",2427,61.3964077915507
"GEORGE",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",5143,70.6068094453597
"GREENE",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",3082,69.4770063119928
"GRENADA",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",5129,54.6510388918487
"HANCOCK",2000,"MISSISSIPPI","REPUBLICAN","GEORGE W. BUSH",9326,64.1050316194666
